Location,Time,PM2.5,PM10,CO,CO2,SO2,NO2,O3,AQI,AQI Bucket
Aundh,16:00,208.1570444,294.0752841,13.42186082,413.7671122,360.6228835,138.0405624,331.7837349,679.7616155,Hazardous
Hadapsar,20:00,96.16588926,97.36782723,10.0970047,473.5920776,10.51972551,59.92069122,27.14747797,155.6578103,Unhealthy
Shivaji Nagar,08:00,58.10526607,62.5578273,14.59174779,483.2182238,369.2971827,263.3391825,71.52815363,427.0055539,Hazardous
Baner,16:00,113.4448232,339.9520331,12.9945601,437.4355984,372.2168509,21.66021721,347.3923025,610.3276736,Hazardous
Pimple Saudagar,20:00,10.089398,130.6690785,11.92366994,406.8726892,187.362325,316.8193369,234.7154761,451.7514772,Hazardous
Kothrud,20:00,52.48125179,320.3670221,11.96292299,339.5801062,190.6871395,112.3709572,26.99576151,363.413989,Hazardous
Pimple Saudagar,16:00,23.88190241,329.7747324,12.22316601,314.9794812,282.1357124,319.8387691,294.0383826,637.0579155,Hazardous
Koregaon Park,08:00,206.0909055,236.0023971,13.41951158,441.4629878,70.83193299,260.2395874,195.5799706,497.7919084,Hazardous
Pimple Saudagar,16:00,249.6972612,11.98387761,13.95584694,360.0994585,304.696071,129.1978411,319.5961054,521.5414251,Hazardous
Pimple Saudagar,20:00,40.06475788,319.6941429,13.37599078,307.4264237,64.30702112,114.156989,371.1987019,468.0867972,Hazardous
Baner,16:00,113.7866102,103.9847336,12.86433165,363.7583601,314.3329633,323.21185,267.6288451,574.3368328,Hazardous
Pimple Saudagar,12:00,121.1882455,392.3584985,10.90938797,416.0534184,253.6363693,126.2877868,266.7734874,591.0315817,Hazardous
Shivaji Nagar,16:00,194.9223513,234.9445001,13.54578942,439.323253,90.52695785,186.2629734,89.6752458,411.7118037,Hazardous
Pimple Saudagar,20:00,238.7437257,114.6339651,13.70484717,321.8198721,86.19350959,289.2380079,299.08468,527.6517914,Hazardous
Deccan,16:00,201.2958034,390.8588309,10.29992008,336.5645292,137.1435149,20.11007793,388.0868125,579.0474399,Hazardous
Aundh,16:00,157.1535517,254.0017594,13.3151172,321.504185,338.2290353,175.7580725,272.6256253,612.1991393,Hazardous
Hadapsar,20:00,93.51051669,28.65913531,13.38937213,341.2122706,240.3096449,122.8389248,191.3484218,351.7226939,Hazardous
Hadapsar,12:00,170.9840126,374.5787102,12.40795184,480.7114494,155.043771,126.3574495,41.80706537,446.7934562,Hazardous
Aundh,20:00,232.7533391,80.26233473,12.2844301,404.9417006,302.2216966,132.8023093,361.5536123,567.0810761,Hazardous
Pimple Saudagar,08:00,104.7801304,216.8162281,10.41002004,452.3593373,361.5702084,382.4872003,378.0254041,732.2496057,Hazardous
Sinhagad Road,16:00,240.63666,243.2968794,11.18352364,448.999705,273.217942,191.3903027,219.2781217,595.0934765,Hazardous
Baner,20:00,28.94645719,337.7568416,11.80589021,394.8252757,89.45025283,395.6685368,194.4502383,534.9420536,Hazardous
Deccan,08:00,231.696397,225.1862891,11.61290943,427.3925375,293.4941211,102.8879911,18.68151867,447.586068,Hazardous
Pimple Saudagar,16:00,113.4685882,90.02734832,10.72877761,312.7627003,225.3875804,215.2375791,272.6351472,469.1068992,Hazardous
Baner,08:00,164.8000069,37.22547066,14.77883742,387.8034081,241.6115666,142.2579904,341.6997846,478.576247,Hazardous
Shivaji Nagar,16:00,44.13442287,227.487381,13.8151239,363.1118389,209.4783705,65.34103442,126.3149103,350.1931834,Hazardous
Baner,12:00,10.98776105,44.92492568,10.44286449,480.7905957,311.7680284,56.61911867,227.0011843,336.0933736,Hazardous
Kothrud,16:00,20.07628751,372.8996975,13.17959673,478.2799187,98.39072786,231.6909477,254.1919216,501.8043878,Hazardous
Sinhagad Road,20:00,137.6374249,324.6228133,13.89992779,494.7759997,184.9962731,302.5798983,164.5337616,571.0850134,Hazardous
Pimple Saudagar,08:00,214.274823,13.09631197,13.98753258,401.4851552,80.10987138,187.014771,354.5160739,438.4934582,Hazardous
Kothrud,12:00,140.8508083,85.74994791,12.65429839,486.3913046,36.34931234,211.2076389,117.273509,308.3699066,Hazardous
Aundh,08:00,199.2503409,260.8760618,10.15419907,306.6539118,32.9677428,392.0032841,249.315138,577.3604829,Hazardous
Aundh,12:00,122.1260528,294.9662794,14.44137286,337.8581975,353.0669715,254.6458331,385.2026285,719.4452555,Hazardous
Shivaji Nagar,08:00,63.97642336,316.4089657,12.67535449,403.6035122,321.2723227,311.2969781,213.9251636,626.1152812,Hazardous
Kothrud,12:00,95.60876431,352.2944771,13.31294627,470.8029939,366.1041557,303.0151147,125.3952601,634.5218322,Hazardous
Shivaji Nagar,08:00,56.7831028,299.5310963,13.91763852,363.627568,101.2469861,350.1057542,302.267859,568.8850377,Hazardous
Deccan,16:00,66.91861367,139.1094344,14.63096036,457.9500826,144.3351244,266.4583554,23.58310174,334.8332752,Hazardous
Shivaji Nagar,16:00,124.3349575,149.9706321,10.84343131,469.2645517,383.1785485,303.6797481,43.97130952,513.4110292,Hazardous
Aundh,12:00,35.52184131,205.8592954,10.37855495,455.0231632,24.43280385,266.1888469,393.0350561,472.8974768,Hazardous
Deccan,12:00,234.9566905,377.2403363,11.74784433,489.9638746,316.4962266,29.57850738,222.6507999,602.2091247,Hazardous
Baner,16:00,161.9079793,262.7801885,13.18647367,306.0863973,374.1580411,75.17014371,227.7455151,564.0674075,Hazardous
Aundh,16:00,63.0054217,111.949121,12.21096906,329.7280237,327.3569036,346.1920196,394.9678517,633.9466279,Hazardous
Shivaji Nagar,12:00,129.2018503,346.6058566,14.68262147,482.0050482,126.1482057,226.5417497,250.5668128,554.214859,Hazardous
Pimple Saudagar,08:00,205.2327585,264.6415717,12.00076402,430.7091635,288.0894115,223.5450743,375.2654054,690.3878747,Hazardous
Deccan,20:00,211.4592799,154.2714281,14.7910596,457.5220821,285.7599644,350.454306,51.35760454,541.4423511,Hazardous
Koregaon Park,12:00,88.99739406,221.8275776,12.33695137,477.7356626,134.0808538,292.0232762,359.7256314,560.6643179,Hazardous
Pimple Saudagar,16:00,66.44978054,236.1934226,11.66684199,412.6873316,96.95185219,241.6034716,137.9709664,401.2515887,Hazardous
Koregaon Park,08:00,53.11390701,134.6482107,13.1790479,395.3171471,205.4072156,151.059566,245.888567,408.2377811,Hazardous
Shivaji Nagar,12:00,87.19083536,46.03114157,10.20966398,345.2312976,85.63604949,94.19679003,139.3085191,236.3913317,Very Unhealthy
Koregaon Park,16:00,186.3618438,30.86520082,13.61286113,375.28592,396.0668708,18.11473048,214.093003,436.3636856,Hazardous
Shivaji Nagar,16:00,154.0783982,338.2553837,11.22816813,489.7605717,38.75234471,152.9977942,364.9634196,535.7518383,Hazardous
Aundh,16:00,18.51153992,99.04218503,13.31480205,464.2907367,169.8852022,253.4543888,276.4091676,421.9660438,Hazardous
Sinhagad Road,16:00,47.56745031,224.1490876,12.71789445,337.6352976,225.7092362,230.3185403,345.9611753,549.5706393,Hazardous
Sinhagad Road,20:00,38.84322435,242.3722283,12.13474167,461.2746662,281.2646068,297.1232935,136.0998429,509.9863396,Hazardous
Shivaji Nagar,12:00,27.45908788,82.31992662,14.6538217,322.6289073,263.3838929,116.0247952,171.4832707,344.9893084,Hazardous
Pimple Saudagar,08:00,181.0855349,265.6801862,13.8142298,346.036174,259.2267093,255.0757318,158.4160851,573.5563534,Hazardous
Deccan,12:00,137.0164352,84.78175853,10.15795961,365.8967767,144.7043673,192.2548733,152.1290016,365.6011776,Hazardous
Kothrud,16:00,160.1898981,106.1112618,11.29941087,469.0965726,45.06417118,260.2624996,169.7414462,381.9840493,Hazardous
Sinhagad Road,08:00,235.8182383,388.0170477,14.11119217,482.0887606,229.4210531,333.0664981,16.7104115,615.6278165,Hazardous
Koregaon Park,16:00,62.12426043,334.661799,11.73091593,410.2732357,189.6067147,329.4259056,81.14262522,510.2115684,Hazardous
Koregaon Park,12:00,92.59668859,68.46574062,10.72262587,397.8236096,159.6355899,135.9307186,34.70528491,256.3896372,Very Unhealthy
Shivaji Nagar,20:00,61.5329128,105.9099902,10.80961011,483.4226087,303.0705428,197.3299088,386.1580548,537.8103148,Hazardous
Pimple Saudagar,08:00,10.39128942,120.6132137,13.36527682,356.1865635,190.0206746,275.5096104,237.6269438,430.4461428,Hazardous
Kothrud,20:00,113.708215,165.8434005,14.67460757,481.2044656,249.126127,159.9424779,253.3027335,485.6360845,Hazardous
Baner,08:00,104.536452,150.4207663,13.07212385,473.6146643,355.6702881,134.0261013,235.8815115,503.3396834,Hazardous
Deccan,08:00,14.4531895,290.4746694,12.66459945,307.4653368,143.6384943,261.1636201,345.9376899,540.498431,Hazardous
Sinhagad Road,20:00,153.3602635,235.3818267,13.81439245,409.5888194,252.0691666,241.3670033,53.44149083,481.6242679,Hazardous
Shivaji Nagar,12:00,24.1179375,123.4086753,10.90761253,434.9447498,250.7864654,148.1467384,156.1605805,362.2178111,Hazardous
Pimple Saudagar,16:00,71.54873467,328.2111735,12.15327728,483.2930546,169.6297216,227.8594554,139.1566763,480.356158,Hazardous
Aundh,08:00,155.1120085,93.60059002,11.41230083,473.846339,173.8866643,243.8962224,311.4619255,500.3910062,Hazardous
Hadapsar,12:00,26.74795824,108.254824,13.14871828,488.0638628,292.1630195,271.074326,22.47170522,373.5046347,Hazardous
Koregaon Park,08:00,169.2264129,372.8452858,12.12597699,332.0359774,230.5568272,240.6118799,318.072548,677.7824539,Hazardous
Hadapsar,08:00,170.7099135,335.2708596,14.21078489,456.9753295,286.9951176,69.13830336,121.7542169,506.1449904,Hazardous
Koregaon Park,16:00,148.2367764,43.5966414,11.73796838,370.5681438,317.905205,133.752728,389.5021287,528.2347082,Hazardous
Pimple Saudagar,08:00,210.1123331,207.8841722,12.31771013,331.6672498,209.9808031,310.4755741,347.5835526,655.3359277,Hazardous
Kothrud,12:00,126.2036534,121.0009589,11.53166259,379.8737321,35.81338488,35.30604716,242.3659884,291.876679,Very Unhealthy
Pimple Saudagar,08:00,113.0142627,80.9299304,12.67534287,338.1829651,384.7945447,253.8735994,379.9098075,618.9364152,Hazardous
Shivaji Nagar,16:00,64.24198661,14.4634406,14.88751879,340.7233281,140.2766059,237.8654691,206.9661262,346.7943331,Hazardous
Hadapsar,20:00,174.1100131,245.8493828,13.34184072,447.1368455,167.484327,296.0011371,243.3695758,576.7490586,Hazardous
Hadapsar,08:00,48.36660311,307.9941764,10.7245783,411.9204388,278.1160152,305.7960504,138.9447949,550.3333983,Hazardous
Koregaon Park,12:00,136.5191628,156.4291751,12.05843156,415.5873009,389.7904389,124.227318,347.6818145,589.3823862,Hazardous
Hadapsar,08:00,71.4115242,95.54767658,12.53829592,398.1017304,366.7110131,317.0102578,95.98956278,485.8733131,Hazardous
Sinhagad Road,08:00,43.17153798,359.6152559,13.47121479,305.8622932,163.5571628,264.074668,369.7372665,613.5491604,Hazardous
Sinhagad Road,08:00,199.595342,184.2622686,14.53721714,321.5931212,114.0160988,218.9706123,75.23798923,410.5783727,Hazardous
Aundh,08:00,239.7326286,196.8094032,12.7775268,341.0178224,380.0782368,167.8041843,198.0500729,604.0147897,Hazardous
Kothrud,16:00,181.7814937,68.27123514,13.27719558,437.1172113,233.3372203,254.0617447,354.8945132,559.4502991,Hazardous
Kothrud,08:00,44.9171171,290.8942956,13.97859408,306.401177,194.8962458,246.0827667,58.60230062,431.674957,Hazardous
Pimple Saudagar,20:00,237.6921997,332.1513267,10.51981496,449.5956606,370.2019408,366.1946584,354.088674,840.6842148,Hazardous
Hadapsar,16:00,142.4407335,86.77383049,12.73923978,319.6848142,252.7791331,322.6396861,98.46247846,464.2871706,Hazardous
Hadapsar,12:00,214.5328312,265.2858126,14.01939216,479.7836275,111.540892,26.60275595,61.36857853,353.6848273,Hazardous
Hadapsar,20:00,245.7147853,82.45343536,10.11965802,480.2846352,31.88996625,106.2141477,215.9844642,351.2480574,Hazardous
Deccan,12:00,12.71780228,111.2633211,10.36071447,419.0027199,368.3114123,381.5016581,88.21268448,491.3641536,Hazardous
Koregaon Park,12:00,205.5091351,62.81557142,14.81607003,483.6137523,293.9450666,86.93599748,161.6792981,420.2586044,Hazardous
Shivaji Nagar,20:00,182.2434004,278.2497414,10.70650233,374.5246235,166.0172833,363.2719056,83.48195408,547.3386447,Hazardous
Shivaji Nagar,16:00,156.3988622,113.5178268,11.12605435,439.1733721,124.0480928,210.1852774,113.337589,369.8698784,Hazardous
Deccan,12:00,166.7803204,105.3488173,10.19133788,439.251944,177.0071703,333.4509834,139.2426285,471.1062978,Hazardous
Baner,08:00,190.4493185,122.1241053,12.17241661,374.4735185,157.1931318,14.76189849,128.2646431,318.5689652,Hazardous
Pimple Saudagar,16:00,167.5362488,50.37609263,11.21848613,415.5006311,162.7935672,170.4929247,96.51610669,335.0759562,Hazardous
Koregaon Park,08:00,101.3826202,169.8816173,11.3380129,356.0284637,60.48365403,325.2939683,245.4096315,462.5637586,Hazardous
Hadapsar,12:00,172.3513476,42.8933176,13.72567299,312.3058004,65.68577943,70.94345725,35.49686729,207.4110576,Very Unhealthy
Aundh,20:00,174.6892841,314.8633311,12.21873194,495.3985574,239.6866284,315.5493305,195.4374569,632.3317474,Hazardous
Shivaji Nagar,16:00,31.05423728,339.6437318,12.91269033,304.6828716,160.5600111,236.1060231,50.1872848,421.6883343,Hazardous
Deccan,16:00,195.1082578,390.2294507,14.59073341,332.8843242,254.3593433,95.14373389,232.2443322,598.1332923,Hazardous
Baner,16:00,104.840855,211.7167552,14.22844924,499.8502345,392.0183049,138.454711,72.27977753,473.8836511,Hazardous
Deccan,20:00,110.6658971,148.0510094,12.1691607,434.6409233,361.259815,352.560806,108.7592471,552.817548,Hazardous
Hadapsar,08:00,129.4637813,28.55575056,11.72086583,422.407897,103.5805022,307.4082196,370.8838853,481.6669353,Hazardous
Hadapsar,12:00,28.86641296,162.1870659,11.92885809,335.3864772,88.49080941,293.4229664,64.3099821,330.5674765,Hazardous
Deccan,16:00,21.07065685,310.2996642,10.64169693,460.5440398,349.5803729,84.17383317,99.93353362,443.1707273,Hazardous
Koregaon Park,08:00,97.71070357,122.1789462,14.20280923,305.7586388,79.85538483,203.4789582,303.3714236,417.5005174,Hazardous
Shivaji Nagar,12:00,247.634375,283.6409802,10.96862105,399.9856842,161.8314312,214.3704962,127.5947108,528.5046177,Hazardous
Baner,08:00,25.3883337,263.7659663,10.65731783,484.6542437,243.1951497,56.19660187,142.6753807,376.268034,Hazardous
Baner,08:00,147.9337532,77.31967018,11.34508558,327.6100982,366.194364,39.50078295,252.2560441,452.9473928,Hazardous
Sinhagad Road,20:00,29.95744357,76.38164182,12.95596977,442.289689,263.9740494,27.19435664,225.4427587,324.4310948,Hazardous
Baner,16:00,205.1474818,95.18045753,10.75665087,378.0235079,271.5045047,188.3825657,364.1214796,572.9248955,Hazardous
Koregaon Park,12:00,212.5422918,315.5039981,12.40830894,466.3927321,378.8463452,171.9761201,119.0415534,611.3634633,Hazardous
Koregaon Park,08:00,15.00006811,311.0310831,14.93899995,319.1570228,83.52779679,28.48790429,98.5146807,283.2197665,Very Unhealthy
Aundh,12:00,119.7074902,376.4573938,13.91641112,401.7357387,112.5389114,208.5351261,261.3440485,553.2078961,Hazardous
Aundh,08:00,167.2680581,28.03536752,10.25526062,411.77374,323.3716334,245.3702955,240.8044802,512.680178,Hazardous
Aundh,12:00,44.08781491,16.63109209,10.35129972,461.9579538,87.94154147,305.3293338,217.7260818,346.2092317,Hazardous
Shivaji Nagar,20:00,56.09861552,66.08044123,11.25994867,426.5072098,149.5097639,188.7922826,282.0712746,382.5361376,Hazardous
Shivaji Nagar,12:00,116.3160826,240.711017,11.5098758,445.3593306,393.3116713,52.21069286,217.3928533,521.4810343,Hazardous
Kothrud,12:00,102.0624347,26.69097448,10.79561156,332.335467,224.6910765,263.4253999,37.20540142,337.8332551,Hazardous
Deccan,08:00,16.12729033,304.9649697,12.00045357,374.3263933,30.6984427,235.6594975,15.41690899,313.4340082,Hazardous
Deccan,16:00,23.49780552,34.70245637,14.03117134,307.0322867,359.338503,38.61108564,66.60155019,275.4068717,Very Unhealthy
Kothrud,12:00,244.9137523,264.0396851,10.41405362,462.1406941,185.959515,150.593882,129.7696753,498.0523084,Hazardous
Deccan,08:00,155.9200635,270.4344915,13.90866219,358.8812963,162.9546009,112.9751743,141.299224,435.7004393,Hazardous
Pimple Saudagar,20:00,23.55494215,145.4742198,14.57022362,468.882297,30.52991304,383.0931601,397.4781179,504.6354001,Hazardous
Sinhagad Road,12:00,239.5707572,174.5722519,11.58787191,439.4300982,208.2905446,187.1691593,178.5287703,505.6536136,Hazardous
Baner,12:00,92.78530092,288.7258378,11.19436294,321.181243,85.88304801,59.75116886,381.3117446,465.422913,Hazardous
Kothrud,20:00,56.7219422,114.2436045,14.69646518,367.5155175,249.6379932,71.6020714,383.7195444,452.659043,Hazardous
Deccan,08:00,178.8317532,280.4046906,12.74072849,337.3534134,200.884442,232.6256496,121.9973481,520.1126703,Hazardous
Kothrud,08:00,31.3053745,377.4410868,14.90295967,463.2713089,250.7172651,283.7888271,250.8851152,611.971794,Hazardous
Koregaon Park,16:00,18.35326098,279.0290524,11.04911937,407.1415563,128.6718261,381.2366762,354.3642727,591.8766636,Hazardous
Koregaon Park,08:00,24.51778145,93.78994063,13.53095756,315.1478358,166.0920336,163.2052609,108.8531066,291.7600191,Very Unhealthy
Hadapsar,20:00,129.4783585,49.04930715,12.1789882,409.3987851,266.028872,128.0786294,192.7748071,394.8839752,Hazardous
Baner,16:00,71.35717352,336.6860469,13.58461942,353.1246926,264.505135,373.7760481,347.1988604,710.3462514,Hazardous
Shivaji Nagar,16:00,179.9252351,298.1448584,14.68030667,373.1925096,266.7193501,237.7160466,201.1501868,606.5081452,Hazardous
Sinhagad Road,20:00,159.1350347,52.040808,13.12868925,447.1201754,141.1818171,96.75109328,23.34264408,249.3543878,Very Unhealthy
Baner,16:00,245.7407657,92.41490577,10.93421271,395.7941272,358.9181779,45.91413965,355.2626886,560.0595515,Hazardous
Koregaon Park,08:00,243.9282225,72.92530163,10.21312319,357.0233932,312.208077,339.6220435,131.5991023,560.3544967,Hazardous
Pimple Saudagar,12:00,136.4141098,212.0986735,11.65578825,401.1226771,162.4093788,31.64911599,125.3124443,345.5976495,Hazardous
Pimple Saudagar,16:00,200.3568871,184.386254,12.59595863,446.7650827,18.44230238,341.7252241,223.2733324,496.6879586,Hazardous
Deccan,12:00,21.53281158,302.6188274,10.86764417,305.2144076,266.2924018,191.4156212,371.9080463,587.7514983,Hazardous
Hadapsar,12:00,40.61665338,91.7740041,13.19686933,422.9581276,146.7257204,38.21485062,19.38812552,181.5565463,Unhealthy
Sinhagad Road,20:00,106.2203142,64.41798791,13.66510604,384.3124094,120.1092266,306.4844019,289.3170141,456.9395784,Hazardous
Hadapsar,20:00,247.7297449,21.23240976,13.17495392,465.1249667,312.6191424,164.6256352,241.7253165,507.1410783,Hazardous
Aundh,20:00,74.36892197,242.1773036,11.83651298,490.1919741,357.5941109,254.1177089,61.6538362,506.7924537,Hazardous
Shivaji Nagar,16:00,51.99786489,282.51997,10.37138192,470.8767305,23.85948594,107.1447122,192.3627816,339.3137892,Hazardous
Baner,20:00,222.3896628,315.9272747,10.25560773,308.9302892,108.7774217,81.02287577,87.30216261,417.9653065,Hazardous
Koregaon Park,16:00,104.5229503,140.0261756,12.23450912,409.6091018,262.1410561,88.77169653,142.9188285,381.4248627,Hazardous
Shivaji Nagar,20:00,106.7071386,235.9879264,10.04055685,342.7734074,284.2861121,338.5226079,370.6494672,678.117183,Hazardous
Shivaji Nagar,20:00,47.7909141,52.40281318,13.92505173,318.5668433,280.8951253,143.6775194,133.8994576,343.2579665,Hazardous
Sinhagad Road,08:00,19.91815566,399.6344935,12.0263673,481.7499453,308.5802973,389.6374422,211.3780494,676.6005864,Hazardous
Aundh,12:00,172.679291,301.4758452,13.26492844,433.279554,109.7104592,246.4743215,316.4145879,586.6421809,Hazardous
Pimple Saudagar,08:00,101.0638416,314.9206396,13.76524663,364.7463987,341.7131326,308.0117599,219.3590486,656.2994578,Hazardous
Kothrud,12:00,190.1504667,272.5590385,11.21343005,366.4337062,292.0511701,47.42588719,183.8868602,504.2501414,Hazardous
Deccan,20:00,226.6529989,35.25130488,10.03416178,324.3588616,307.3986607,90.70009611,219.4832155,449.7772998,Hazardous
Koregaon Park,16:00,224.4179697,91.06072465,14.31306779,342.6259108,145.7349869,77.75009216,23.09860475,295.3442568,Very Unhealthy
Baner,16:00,195.2546277,333.5262652,14.54868282,422.2901624,172.5333937,169.7699012,148.7246892,524.4531214,Hazardous
Shivaji Nagar,08:00,217.2198089,339.0211298,12.88992973,434.6719888,270.7676859,235.7692382,250.170801,669.3642616,Hazardous
Aundh,20:00,43.38838563,329.0786853,12.1864753,408.7383958,277.6729588,280.1415142,29.07757583,491.8660352,Hazardous
Koregaon Park,08:00,46.38268757,128.0530889,10.92813559,374.3851859,109.9095992,14.25806583,312.6025326,316.5311226,Hazardous
Pimple Saudagar,20:00,68.28433123,383.1397804,11.94535635,462.8683219,28.77743547,244.6128575,70.77717501,409.7411462,Hazardous
Kothrud,20:00,184.5186918,314.9454671,10.68873125,316.8458237,208.3408805,50.19897522,106.0710344,442.7262558,Hazardous
Hadapsar,08:00,79.91813008,358.5500648,13.22338366,411.7488444,305.7079437,111.7519546,178.9977105,530.6862855,Hazardous
Baner,08:00,90.27838835,168.8733498,10.88273905,448.2085126,223.3859998,152.4250829,203.9489575,430.3386282,Hazardous
Hadapsar,08:00,193.1097272,36.00105018,12.31244011,428.9594767,328.7663533,95.51515294,210.7859533,444.4015586,Hazardous
Sinhagad Road,08:00,115.7674183,225.0881269,11.98623796,355.5743957,99.77118614,214.2632631,239.0791629,458.9708167,Hazardous
Aundh,12:00,73.75207422,103.7410959,12.45431322,309.0636388,310.1450352,217.2359167,156.5995437,443.1911461,Hazardous
Koregaon Park,20:00,160.9436066,294.9951,13.98844287,372.6843156,115.1310405,189.1991722,288.3666733,538.3062392,Hazardous
Pimple Saudagar,16:00,95.19123656,329.7499362,10.3660114,323.9374022,20.85992979,105.0081226,396.8034361,484.172342,Hazardous
Shivaji Nagar,20:00,217.09694,137.3481292,12.06624196,342.6566765,185.6892412,165.2884395,311.2124484,520.3838411,Hazardous
Hadapsar,16:00,93.82085612,207.1353069,14.72917718,477.0539923,87.26984416,137.8863679,170.7207435,363.1457365,Hazardous
Kothrud,08:00,75.93456466,363.7019735,10.58782609,394.5198498,157.2821863,105.8260725,226.6740195,475.2972343,Hazardous
Pimple Saudagar,16:00,229.8776401,368.6161655,12.14909801,403.5366987,240.0254095,61.42981616,106.0643488,515.155788,Hazardous
Shivaji Nagar,20:00,158.0531114,260.1727607,14.99397589,433.2893578,282.0018145,136.4964675,111.7325437,489.2223248,Hazardous
Shivaji Nagar,20:00,150.4358703,339.0090775,13.85010377,311.935679,306.384686,323.7469826,152.2615228,649.7691734,Hazardous
Koregaon Park,08:00,42.44051314,368.3639063,13.33223684,457.9832167,96.43999214,244.2117015,322.6228034,550.3716951,Hazardous
Shivaji Nagar,16:00,25.62298272,233.8150508,12.67295376,419.5447606,27.93980792,156.1604467,196.6205526,332.7523741,Hazardous
Kothrud,16:00,102.1952378,100.0705881,11.63115825,437.8297656,291.0504359,82.08691084,259.25181,428.9586496,Hazardous
Baner,08:00,226.6777274,95.65102096,14.22989575,379.0914827,188.1234212,157.5214385,145.6415924,421.037496,Hazardous
Baner,12:00,189.2139187,390.8050683,11.05469122,333.3876221,171.1455364,277.3241053,107.8164706,579.2072409,Hazardous
Shivaji Nagar,16:00,54.0878258,318.5472,12.534012,356.4259605,61.38916354,11.91889333,249.2003173,360.105712,Hazardous
Aundh,08:00,73.41024443,159.9635773,11.58581366,412.4555022,394.0450193,258.3896861,361.9802205,635.4801875,Hazardous
Hadapsar,08:00,62.54879501,139.3027722,13.47544404,369.9727957,208.1644905,81.58430598,230.2510752,374.4011635,Hazardous
Hadapsar,12:00,108.1307905,350.5166215,14.91331279,305.358324,345.0915133,294.2752039,174.4919829,651.1663688,Hazardous
Pimple Saudagar,08:00,197.677895,278.608908,14.31309634,429.7401357,49.25178387,281.6471254,187.5244756,511.6681903,Hazardous
Aundh,16:00,43.7206531,215.4373958,14.41484808,324.7727139,314.1015834,120.7923981,274.4143818,498.6480543,Hazardous
Sinhagad Road,20:00,246.6418492,50.62043137,10.95694438,423.7535849,83.40837278,100.1547166,193.6732851,348.2062719,Hazardous
Hadapsar,16:00,71.12190815,301.789399,10.12346061,421.3739509,279.8231654,272.0990491,176.2850662,560.6827545,Hazardous
Deccan,16:00,196.0021118,295.8059023,14.00239102,463.9917874,224.2849612,94.43524183,232.7509429,535.641971,Hazardous
Kothrud,08:00,175.3762873,311.8055305,10.62099492,435.6861715,29.27271037,153.4919735,38.2992438,364.7438676,Hazardous
Koregaon Park,08:00,245.7401576,399.0475906,13.53694936,373.1496139,231.484735,312.8763466,309.188125,762.7054267,Hazardous
Hadapsar,12:00,18.85421797,394.3736265,12.56695643,424.0409113,303.2781834,10.67453636,185.3881775,468.8513273,Hazardous
Kothrud,12:00,187.8528485,74.13086076,10.99996184,460.2277691,107.6143826,47.70507288,212.2290589,325.7660736,Hazardous
Baner,12:00,145.6682227,235.0343089,14.63633331,376.2369893,40.60164238,60.46388716,351.8021167,431.4214222,Hazardous
Shivaji Nagar,08:00,182.8824921,320.2406999,10.64594472,402.6168882,365.5175852,93.06304917,377.6225846,680.3091502,Hazardous
Sinhagad Road,16:00,128.599376,289.3315331,10.94243352,390.9087052,227.0627542,234.4783984,30.97987512,466.1684019,Hazardous
Kothrud,12:00,231.2632604,136.9297119,10.207989,315.6957881,268.2977079,310.3390779,241.1974516,604.2215939,Hazardous
Aundh,08:00,236.7128911,274.8658929,14.39737608,331.1753257,219.4934868,95.35052583,236.883206,546.0503774,Hazardous
Shivaji Nagar,16:00,179.2166255,200.2986915,14.70811058,377.0955275,159.3393132,228.2666835,146.1526068,471.3450708,Hazardous
Pimple Saudagar,16:00,208.9948399,278.9343936,11.28139828,468.5078121,353.914586,315.9751816,388.4449299,784.4133638,Hazardous
Baner,16:00,193.4716435,251.1013027,13.75707063,466.938544,394.579268,161.3476008,314.9262516,671.4701039,Hazardous
Pimple Saudagar,20:00,134.6126122,189.305793,13.84417409,468.8004342,103.2512289,300.3715423,67.70548617,411.4675053,Hazardous
Hadapsar,20:00,176.8366812,345.2176963,12.06392728,364.8910353,397.1595991,155.8409889,324.0022897,711.5925548,Hazardous
Kothrud,08:00,15.5657469,13.36465028,14.47989711,379.2946522,165.6334849,334.6255574,330.6991569,444.4241953,Hazardous
Hadapsar,20:00,30.79686218,377.3971332,10.7997333,487.0697916,216.8069998,317.4117577,255.8242343,609.9182269,Hazardous
Kothrud,12:00,218.6765698,374.0580032,11.78174194,409.0468494,265.2125268,295.9401513,59.11264687,618.281691,Hazardous
Sinhagad Road,08:00,16.06226229,195.6121928,11.96750455,308.0951465,25.01013275,135.8254859,144.2727789,270.3589309,Very Unhealthy
Deccan,20:00,101.941933,291.4359287,11.86341925,424.0129127,287.2241999,44.29257568,298.4496618,523.5355688,Hazardous
Baner,08:00,86.06424001,162.2475668,14.3257346,440.356188,250.3499923,302.7568722,337.0769287,583.5735346,Hazardous
Hadapsar,20:00,200.6372282,201.7334199,12.3275276,334.6625046,65.29223704,19.84930399,248.9510922,380.5591683,Hazardous
Aundh,12:00,87.8276714,26.402821,11.04419899,473.8119597,225.3705325,335.6349371,104.4288721,400.8766161,Hazardous
Aundh,08:00,12.28136363,143.7314707,14.14205436,341.1495111,98.96188136,149.696455,18.27467101,225.6149752,Very Unhealthy
Koregaon Park,20:00,118.7333288,318.9460017,12.90900457,339.6360053,43.96327096,105.9408352,341.6596703,477.530558,Hazardous
